Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$43K - $91K (Glassdoor est.),"WHY BECOME A DEFINER?
Here at RxDefine we ethically empower people to navigate their health. We believe that every human should have low cost, transparent access to the information, products, and services they need to take full ownership of their health.
We are looking for team members eager to join a team and help architect the future of life science commercialization through our SaaS products. We are a small but mighty team of around 60 (for now!) US and Ukraine-based employees. As we grow, we are looking for Definers who want to join us on our growth journey but ALSO willing to be committed to cultural values of teamwork and honesty!
Our founding team has designed and built companies on the consumer front acquired by Google, as well as enterprise tech companies deployed across The Fortune 500. We are backed by some of the best investors in the world, including RRE Ventures, Bling Capital, Founders Fund, Greycroft, and more.
PERKS OF BEING A DEFINER:
Impacting the future of healthcare - your innovations could very likely become the new norm for millions of people.
Working alongside the founders of the company. If you have any entrepreneurial desire to start your own company in the future, you will see first-hand what it takes.
100% fully remote, internationally DISTRIBUTED team, but with frequent opportunities to collaborate in-person.
Technology, office setup & co-working space reimbursement!
Unlimited PTO!
Family leave, up to 10 weeks of 100% paid salary.
Open communication - we believe in being transparent and radically honest with no retaliation.
Competitive salary and equity
Medical/dental/vision benefits
CULTURAL VALUES:
Radically Honest, Dedicated, Independent, Dependable, Empathize & Do What's Right
THE VALUE YOU WILL BRING!
Must have expert-level experience with SQL. We utilize PostgreSQL heavily.
Experience with data visualization tools. We currently use Metabase.
Experience with everyday data science programming languages/tools, such as R or Python + pandas/NumPy
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
We encourage you to apply, even if you don't fit all of these requirements
WHAT DO YOU HAVE TO LOOK FORWARD TO?
We are looking for a Data Analyst to develop metrics and generate insights to make actionable recommendations. You will also work in cross-functional teams to develop key metrics and drive analytical decision making. We would love it if you could support efforts to ensure data integrity across all platforms and departments and teach others how to be data-centric. You will perform hypothesis testing and test design as well as process, clean, and verify the integrity of data used for analysis so you can present and communicate results in a straightforward manner.
RxDefine provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
#LI-Remote",,⠀RxDefine,"Austin, TX",,"Size
1 to 50 Employees",2019,,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,
Data Analyst,$40K - $76K (Glassdoor est.),"Job Description:
This position focuses the majority of their time producing analytical solutions (reports, dashboards, tools, etc.) for leadership and stakeholders across the organization that supports business or clinical initiatives. This position provides consultation and support in the development, analysis, interpretation, and management of a variety of routine to moderately complex data sources to support process improvement, operations, strategy, cost reduction and increased patient safety and satisfaction.
This position is responsible for providing analytical support - typically at a system-wide level. May work as part of a system-wide team or interact with stakeholders across the system. Typically this position performs analysis on routine or moderately complex projects under general supervision. This position works with data sources serving the needs of customers in one or more business areas:
SelectHealth: Performs analytical activities to support decision making, planning, research, and administration for SelectHealth insurance products and initiatives. Works with diverse datasets including claims, enrollment, premium, provider, care management, benefit configuration, quality, regulatory, and other related datasets.


Core Essentials:
1. Creates reports that answer multiple related questions as well as reports with linked content, drilldown and nested parameters. The report is formatted in such a way that leads the user through the report in a well-organized, easy to understand fashion.
2. Writes ad hoc SQL, including basic selects, joins, use of Where clause and simple functions (e.g., Trunc, Sum, Min, Max, Avg, Concat, etc.).
3. Understanding of Primary / Foreign Keys, Table / Field Aliases, and Partitions / Indexes.
4. Assists in the identification of data quality (accuracy, completeness, etc.) issues. Assists with the process of database design for assigned projects. As appropriate, trains other individuals and teams in the routine use of data collection, analysis, and reporting and interpretation tools for measuring performance.

Additional Essentials:
1. Collaborates with corporate and region resources to design, create, test, and implement analytic tools (databases, reports, web applications, dashboards, etc.) that support enterprise / region needs and to improve data collection and reporting strategies (minimize duplication, redundancy, etc.).
2. Demonstrates intermediate level SQL and data extraction skills (i.e., Uses pre-defined scripts, changes parameters, GUI query (e.g., MS Access, tools with drag-drop query creation capability, and Excel cubes).
3. Uses standard Intermountain Reporting tools to generate reports for end users that interpret data for others to promote evidence-based decision making.
4. Accesses and runs existing reports and retrieve information. Possesses a fundamental understanding of the domain's data and associated data models and uses it to produce high quality material.
5. Compares data output to ensure data accuracy. Creates basic QA test plans and validates data for accuracy.
6. Responsible to document work / projects per enterprise-wide standards (reports, project tracking, databases, etc.).
7. Understands the appropriate use of indexes, partitions, ability to understand ERDs
8. Uses / analyzes Intermountain data sources (EDW, ORMIS, AS400, Essbase, Risk Management, etc.) to meet local and enterprise needs.
9. Provides consultation, data analysis and project management for clinical and business stakeholders across the organization. Communicates technical / analytical concepts to others.
10. Shares important and relevant information with the team. Proactively offers suggestions, provides resources, volunteers for assignments, and removes barriers to help the team accomplish its goals.
11. Participates in Intermountain's analyst community by attending and taking part in monthly analyst community events such as ASK (Analysts Seeking Knowledge).



Minimum Qualifications
Bachelor's degree with two years of analytics experience. Education must be obtained through an accredited institution. Degree will be verified.
- or -
Master's degree,
- and -
Demonstrated proficiency and a working knowledge of SQL (structured query language), quality improvement principles, and a fundamental knowledge of database design principles.
- and -
Demonstrated experience in the developing, analyzing, interpreting, and managing of a variety of moderately complex data sets.
- and -
Demonstrated capabilities in planning, participating, and managing moderately complex analytics projects.
- and -
Demonstrated experience using word processing, spreadsheet, database, internet and e-mail, and scheduling applications.
- and -
Demonstrated experience in a role requiring effective verbal, written and interpersonal communication skills.

Preferred Qualifications
Degree in an analytics related field such as statistics, mathematics, information systems, computer science, finance, business management, or economics.
- and -
If degree is not in an analytics related field, four years of analytics experience demonstrating proficiency performing the job essentials at this job level.
- and -
Basic understanding of statistical concepts and tools.
- and -
Basic understanding of some programing languages.
- and -
Applied understanding of data visualization design best practices.
- and -
Basic experience with SQL query tuning.
- and -
General experience in healthcare or subject matter expertise in the job area (such as Actuarial, Clinical Programs, Clinical Services, Compliance, Finance/Accounting, Human Resources, Management Engineering, Quality, Revenue Cycle, Select Health / Insurance, Strategic Planning, Costing, Chargemaster, Budgeting, etc.).

Physical Requirements:
Interact with others requiring the employee to verbally communicate information.
- and -
Operate computers and other IT equipment requiring the ability to move fingers and hands.
- and -
See and read computer monitors and documents
- and -
Remain sitting or standing for long periods of time to perform work on a computer, telephone, or other equipment.
- and -
Remain sitting or standing for long periods of time to perform work on a computer, telephone, or other equipment.
- and -
Location:
SelectHealth - Murray
Work City:
Murray
Work State:
Utah
Scheduled Weekly Hours:
40",,,"Murray, UT",,"Size
10000+ Employees",1975,,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),
Junior Data Analyst/ Entry Level position,Employer Provided Salary:$60K - $70K,"Responsibilities:
· Managing master data, including creation, updates, and deletion.
· Managing users and user roles.
· Provide quality assurance of imported data, working with quality assurance analyst if necessary.
· Commissioning and decommissioning of data sets.
· Processing confidential data and information according to guidelines.
· Helping develop reports and analysis.
· Managing and designing the reporting environment, including data sources, security, and metadata.
· Supporting the data warehouse in identifying and revising reporting requirements.
· Supporting initiatives for data integrity and normalization.
· Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
· Generating reports from single or multiple systems.
· Troubleshooting the reporting database environment and reports.
· Evaluating changes and updates to source production systems.
· Training end users on new reports and dashboards.
· Providing technical expertise on data storage structures, data mining, and data cleansing.
Requirements:
· Bachelor’s degree in Science, Technology, Engineering or Mathematics
· 1-3 years of work experience as a data analyst or in related field is preferred
· Ability to work with stakeholders to assess potential risks.
· Ability to analyze existing tools and databases and provide software solution recommendations.
· Ability to translate business requirements into non-technical, lay terms.
· High-level experience in methodologies and processes for managing large scale databases.
· Demonstrated experience in handling large data sets and relational databases.
· Understanding of addressing and metadata standards.
· High-level written and verbal communication skills.
Tipo de puesto: Tiempo completo
Salario: $60,000.00 - $70,000.00 al año
Work Location: One location",,PCS GLOBAL TECH,"Poway, CA",,-1,-1,,-1,-1,-1,
Junior Data Analyst,$52K - $91K (Glassdoor est.),"Grant Thornton is seeking an Associate to join its Advanced Digital Technology and Analytics (ADTA) practice and take an active role in engagement execution, project management and key business development activities.
Grant Thornton’s Public Sector helps executives and managers at all levels of government maximize performance and efficiency in the face of ever tightening budgets and increased demand for services. Our public sector team members find solutions that help government leaders with issues including acquisitions, financial management, human capital, information technology and performance management in federal, state, local and international governments.
Primary Responsibilities:
Develop datasets, including the development of SQL scripts, R scripts, python scripts, and Alteryx flows
Support data preparation, transformation, and ETL required to transform existing dashboards into new Tableau dashboards
Develop Tableau reports
Secondary Responsibilities:
Support development of training materials and facilitation of training to business users
Support maintenance of Tableau dashboards
Required Skills:
Data Visualization, Analytics & Insights Generation
Required Technologies:
Alteryx, Python, Tableau, SQL, Microsoft Excel, Oracle Autonomous Data Warehouse
Additional Skill/Certification/Language Notes:
SQL, R, Python, Alteryx Tableau Server, Technical Strategy
Bachelor’s Degree required from an accredited college or university in a related field.
MS Excel and Analytical Skills
Strong verbal and written communication skills
Ability to obtain and maintain certain job-related certifications if no job-related adv. degrees.
U.S. may be required. Ability to work in the United States indefinitely required.
Ability to work overtime required on occasion.
Ability to sit in an office environment for long periods of time.
Ability to obtain and maintain a security clearance.
Ability to communicate clearly in writing and verbally.
Ability to obtain and maintain firm independence and abide by firm ethics requirements.
Meet or exceed continuing professional education (CPE) requirements.
Meet or exceed utilization goals.",,"Grant Thornton
3.8","Washington, DC",,"Size
5001 to 10000 Employees",1924,,Accounting,Accounting & Legal,$1 to $2 billion (USD),
Data Analyst + Apprentice (Entry-Level),Employer Provided Salary:$35K - $45K,"Job Description:
Are you passionate about data and technology? Would you like to be at the forefront of innovation, working in a fast-paced environment with the resources of an established global tech consulting company? In the role of Data Analyst Apprentice, you will be providing support to consulting and technical teams across various stages of the Software Development Life Cycle. You will play a critical role by contributing to the knowledge management process while interfacing with internal teams to ensure high-quality deliverables.
The Data Analyst Apprentice opportunity is for early-career starters interested in breaking into the tech industry while gaining real-world experience. We believe in the earn-while-you-learn model, so you will work full-time with our partner company while also participating in New Apprenticeships Data Analyst Apprenticeship program, which is at no cost to you. The apprenticeship offers small cohorts, learning hands-on from industry experts, certifications, portfolio building, career coaching, mentoring, plus the ability to earn additional credits towards a bachelor's degree.
Furthermore, New Apprenticeship's Data Analyst Apprenticeship Program is an official registered apprenticeship recognized by the Department of Labor (DOL). Every graduate of a Registered Apprenticeship program receives a nationally-recognized credential from the DOL.
You can learn more about the role and apprenticeship program here: https://hubs.la/Q013KDLt0
Eligibility Requirements:
Because we understand that you're just beginning your career, we're committed to your learning and growth. We're seeking candidates who have the following requirements.
Prior work experience with data visualization, business analytics, business consulting (IDEAL)
Some coding/programming experience: HTML, Python, R, SAS, Java, C++, SQL, CSS, Scala, Ruby, Perl, etc.
Some combination of advanced Excel and data visualization (Tableau, Google Data Studio, Power BI)
Responsibilities include but are not limited to:
Develop, construct, test, and maintain architectures
Align architecture with business requirements
Data acquisition
Develop data set processes
Use programming language and tools
Identify ways to improve data reliability, efficiency, and quality
Exclusions:
Our apprenticeship is designed to provide a pathway to a successful tech career where opportunities traditionally do not exist. Therefore, we must insist that all applicants have not yet completed their Bachelor's degree.
Apprenticeship Benefits:
As a way to accelerate your growth, you'll participate in New Apprenticeship's Data Analyst Apprenticeship Program remotely while working with our partner company, a global tech consulting firm. Prior to the apprenticeship program start date, you'll receive 9-weeks of in-demand skills acceleration, coaching, and interview preparation in the Pre-Employment Bootcamp program, which is also remote and free of cost to you.
Once you land your full-time role, you'll start the apprenticeship program in a cohort of 10+ apprentices and complete the program over 12 months, where you can earn 24 college credit hours to transfer towards a bachelor's degree online. *(select colleges apply)
You'll attend remote evening sessions twice a week where you'll dive deep into all things data, including business analysis using various techniques, e.g., statistical analysis, explanatory and predictive modeling, python, coding, and data mining. You'll complete milestones along the way, like earning data certifications to validate your skills, module portfolio projects, etc.
You will also receive support from top industry coaches and mentors to progress through your personal and professional goals skills roadmap while also demonstrating new knowledge and competencies through hands-on application with your portfolio project.
Application Process:
All applicants will go through the New Apprenticeship's interview process, which includes an application, a short project, and an interview with a member of our team.
Accepted candidates will have an additional interview directly with our partner company's hiring manager.
Job Benefits:
Job Type: Full-time (NOTE: positions are currently remote but may return to in-person)
Salary: $35,000.00 to $45,000.00 /year
Benefits include comprehensive medical and dental plans, life insurance, long-term disability plan, and paid vacation and holidays.
Apprenticeship tuition fees covered as part of your employment - no cost to you
Job Type: Full-time
Pay: $35,000.00 - $45,000.00 per year
Benefits:
Dental insurance
Health insurance
Life insurance
Paid time off
Schedule:
8 hour shift
Work Location: One location",,"New Apprenticeship
2.0","Jersey City, NJ",,"Size
1 to 50 Employees",-1,,-1,-1,Unknown / Non-Applicable,
Data Analyst Entry Level,Employer Provided Salary:$60K - $65K,"Responsibilities
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Requirements
1 to 3 years of experience
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Computer Science, Information Management, Analytics, or Statistics
Job Type: Full-time
Salary: $60,000.00 - $65,000.00 per year
Schedule:
8 hour shift
Monday to Friday
Work Location: Multiple Locations",,"PCS GLOBAL TECH
4.5","New York, NY",,"Size
501 to 1000 Employees",-1,,IT Services,Information Technology,Unknown / Non-Applicable,
"Youth Apprentice, Data Analytics Associate, Amazon Jump Start",$59K - $146K (Glassdoor est.),"Ability to work 16 hours per week
Participant in the CareerWise New York Program
Job summary
Our mission is to be Earth’s most customer-centric company. This is what unites Amazonians across teams and geographies as we are all striving to delight our customers and make their lives easier, one innovative product, service, and idea at a time.

This goal continues today, but Amazon’s customers are worldwide now, and have grown to include millions of Consumers, Sellers, Content Creators, and Developers & Enterprises. Each of these groups has different needs, and we always work to meet those needs, innovating new solutions to make things easier, faster, better, and more cost-effective. Come build the future with us.

Come join us to work hard, have fun, and make history!

Key job responsibilities
Data Analytics Associates will work alongside data analysts to gather data regarding business needs and provide insights based on findings. These responsibilities may include acquiring, consolidating and interpreting data, creating reports, and organizing data for business use.

Data Analytics Associates use statistical programming languages to assist in the development and analysis of datasets to develop, implement, and maintain behavioral models. Data Analysts communicate with clear narratives, compelling data visualization, and technical precision, both in person and in writing, to enable recipients to understand the analyses. Data Analysts support more experienced analysts and managers in data analysis, model development efforts and ad-hoc analysis, as needed. This role is highly technical in nature and requires demonstrated attention to detail, execution, and follow-up.

Programming: Use programming language (such as SQL) to access and query data.
Data Analysis: Acquire, consolidate, and interpret data from various data sources.
Creating reports: Create information products with various development tools to communicate findings.
Data preparation: Clean and prepare data for statistical and machine learning modeling.
Data Modeling: Work with a variety of analytical algorithms to build models that explain data relationships and predict potential scenarios.
About the team
Amazon Jump Start employs emerging talent from high schools in historically excluded communities. Apprentices learn on-the-job and make valued contributions on behalf of customers. The program is a complement to in-classroom school learning, designed to accelerate a student’s future career prospects. Apprentices report directly to full-time Amazonians for a maximum 3-year period, increasing their standard work hours as competency level increases. Upon completion of the 3 years, apprentices can take the skills they have acquired into the broader marketplace, leverage their experience to pursue higher education, or apply for a suitable role within Amazon should an opportunity become available.

Organized: You are responsible, possess discipline, and determination. You are focused and a planner who likes to achieve and improve.
Problem Solver: You get energized by solving the problem. You might really love story problems in school.
Good Communicator: You are comfortable talking with all different kinds of people, interests, and walks of life.
Tech Savvy: You feel completely comfortable navigating technology/your computer.
Great Time Manager: You usually thrive during semester-long projects by managing your time well.
Analytical: You tend to see patterns and make connections where others don't.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",,"Amazon Advertising LLC
3.8","New York, NY",,"Size
10000+ Employees",1994,,Internet,Information Technology,$10+ billion (USD),
"Data Analyst, Edge Office",$38K - $84K (Glassdoor est.),"We're redefining what's possible in public education. We set out to tackle this education crisis with a groundbreaking school design that delivers a rigorous, whole-child education to students from all backgrounds. Today, as the fastest growing, highest-performing charter school network in New York, our network of 47 K-12 schools outperforms every district in the state, proving irrefutably that all children are capable of excellence.
Job Description
A Data Analyst, Edge Office is needed to plan, execute, and manage the work of designing, codifying, and implementing processes and systems that are optimized and digitized to the extent possible.
In this role, you will:
Develop mastery in Edge processes and tools with emphasis on Problem Solving Process, Visual and Daily Management, and Transactional Process Improvement;
Continue to improve upon our in house problem solving (Edge) tools;
Roll out these processes and tools within Success Academy as the enterprise’s standard continuous improvement methodology;
Facilitate Success Academy’s embrace of this standard methodology through application and delivery of both formal and informal trainings;
Drive targeted and radical improvements by applying the Edge methodologies;
Provide informal and formal counsel to Success Academy’s teams on how best to apply Edge methodologies and think differently about the work;
Ensure effective project and change management processes to drive sustainable improvements.
The Data Analyst, Edge Office must work closely with a broad base of constituencies across Success Academy and will be expected to exhibit:
High expectations for quality of work and a reflex to improve with urgency at every turn;
Ability to deep dive into data and manage multiple shifting priorities;
Excellent organizational, program management, problem-solving
Ability to work through, synthesize, and narrate complex issues or new initiatives with a sense of ownership, drive and urgency;
Influence skills in order to drive understanding and adoption;
An ease to challenge thinking and assumptions;
Nimble, proactive go-getter energized by the opportunity to be part of a dynamic, results-driven, entrepreneurial culture where change is rapid;
An eagerness to learn and take ongoing feedback to grow and achieve full potential.
To join our team, please upload a cover letter and resume that outlines your candidacy. Your cover letter should explain in detail your qualifications for the position. Resumes without cover letters will not be reviewed.
We are an equal opportunity employer and value diversity at our organization. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We actively seek applications from people of all backgrounds to strengthen our community and the perspectives needed to flourish in a multicultural world. Success Academy offers a full benefits program and opportunities for professional growth. Learn more about our philosophy, benefits, and team at https://jobs.successacademies.org/working-here/ .",,"Success Academy Charter Schools
3.0","New York, NY",,"Size
1001 to 5000 Employees",2006,,K-12 Education,Education,$100 to $500 million (USD),
"Analyst, Revenue Data Analytics",-1,"Who we are...
AvantStay delivers exceptional, unique stays for group travelers. The company has built a tech-enabled millennial hospitality brand to be the new standard for group experience. We are venture funded and growing rapidly in the explosive $100+ billion dollar STR industry.

What we are looking for…
AvantStay is looking for an Analyst, Revenue Data Analytics to lead our ongoing data collection, visualization, and analysis efforts on our Revenue Management, Finance, and stakeholder teams. These efforts are key to enabling the optimization of revenue and dynamic pricing practices, underwriting and other financial and analytical actions which are central to our continued success as we grow into new markets and increase the number of properties in our portfolio each month.

Ideal candidate is a technical, data-driven Analyst who is an expert at accessing data via our data warehouse and APIs, developing dashboards and analysis and leveraging your data science skills to help provide insights and improve our decision-making strategies. You thrive in a high growth environment and have a high degree of operational rigor. You thrive working cross-functionally and can work with a high degree of autonomy, flexibility and ability to think on your feet.
What you’ll do…
Execute the data and analytics strategy and roadmap in collaboration with Finance, Revenue Management, and other applicable teams.
Produce analysis, insights, and recommendations from data, including leveraging predictive modeling and data science methodologies. Examples include supporting Revenue Management with insights to help optimize price points and Underwriting to more accurately forecast revenue.
Implement machine learning methodologies as applicable.
Produce and automate distribution of robust dashboarding and reporting to effectively drive the business, including supporting teams with booking trends and performance views, and other items as needed. Optimize and improve existing revenue analytics dashboards via Tableau and other tools.
Execute and lead analytical, technical and data projects.
Extract data effectively from databases and APIs using SQL and any other applicable methods.
Ensure data integrity, including working closely with IT, 3rd party providers, and others. Work with IT and other teams on data governance standards as applicable.
Execute and improve the setup and onboarding of applicable tools such as Tableau.
Ensure data & analytical capabilities can scale to meet potential volumes, velocities, and variety of data.
Be an active participant and student of the business. Pursue a deep understanding of business functions and collaborate and build relationships with applicable stakeholders to help advance data, dashboarding, and analytical needs.
Maintain a curiosity, awareness and knowledge of new technologies, possible advantages and applicable relevance to our business; initiate and learn new technologies and methodologies as appropriate.
Work-cross functionally to enhance utilization of internal data.
What you’ll bring…
3+ years of relevant progressive experience in data visualization, analysis, and data science.
Bachelor’s degree in Computer Science, Finance, Mathematics, Statistics or a related technical or analytical field or comparable work experience preferred.
Demonstrated expert proficiency in SQL and Tableau are required. Experience in other data visualization tools such as Power BI, Looker, or similar are also helpful.
Data science and predictive modeling experience is highly preferred. Machine learning experience is highly preferred.
Familiarity with statistical modeling practices in R, Python, or similar packages is required.
Proficiency in Microsoft Excel and demonstrated ability to perform quantitative and qualitative analysis.
Solid working understanding of databases/data warehouses; experience with Segment preferred.
Experience working with revenue analytics is highly preferred.
Demonstrated ability to effectively define and resolve problems that balance multiple needs and interests in a fast-paced, high-growth company.
Strong communication skills with the ability to present ideas, instructions and information effectively, both orally and in writing
You are a self-starter and have a bias for action.
Comfortable with some level of uncertainty and unclarity and able to make recommendations to move forward.
Experience conveying and explaining analysis via presentations and/or dashboards to different levels and audiences to enable improved company decision making.
Experience and knowledge in at least one of the following industries is helpful but not required: real estate, travel, hospitality, hotels, tourism and the short-term and vacation rental market.

Perks and Benefits
Benefits and Unlimited Paid Time Off
Team bonding and off-site events
Complimentary and discount stays at AvantStay properties
Did you know that around 60% of the time, women and other marginalized folks will skip applying for a job unless they feel they meet every single listed requirement? Don't let a few bullet points deter you - if you think you are great for the role, don't hesitate! Apply anyway - we value all career journeys and want to see your application!

When you join AvantStay… You’ll be doing work that matters alongside an experienced and dynamic team, transforming the way people travel and vacation. Your place within the colossal travel and real estate industries will leave you with a wealth of opportunities to feel both challenged to innovate and rewarded for your efforts. Of course, we will offer you pay and benefits, but we’re about more than that. AvantStay is a place where you can craft your own path to greatness. Whether you think in code, words, pictures or numbers, find your future at AvantStay.

Equal Employment Opportunity...We're proud to be an equal opportunity employer- and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better.

AvantStay, Inc. is a proud member of PledgeLA, an organization that believes that Los Angeles will become the most diverse and civically-engaged tech hub in the nation. Our members, tech companies and VC firms or accelerators based in Los Angeles, commit to increasing their level of community engagement and improving diversity, equity, and inclusion within their organization and investments.",,"AvantStay
4.7",Remote,,"Size
201 to 500 Employees",2017,,Real Estate,Real Estate,Unknown / Non-Applicable,
Data Analyst,Employer Provided Salary:$45K - $68K,"About Us
Azul Engineering is a 10-year old D.C. area-based technical/financial services and system development company started by engineers. We are a growing company with a dynamic work environment with opportunities to learn, contribute to our customer's mission, and share creative ideas.
We offer a casual work environment, flexible work hours, in a team focused on designing next-generation geo-spatial systems for the Air Traffic community.
Jobs Description
We are looking for a Junior Data Analyst who will provide data analysis support to the Federal Aviation Administration (FAA). This position requires understanding of how to integrate financial and budget information from multiple sources to a financial dashboard. Successful candidates should have strong communication, written and critical thinking skills as well as a desire to learn and work as part of a team. The Data Analyst will work closely with project management, clients, business analysts and the development team to support the data reports.
Responsibilities
Extract and query data from various agency systems (e.g., financial, budget and personnel) to support a software application module the displays reports for budget formulation and execution components.
Maintain the data interfaces and the integrity of the datasets at the Enterprise Data Centers.
Provide software data interface to and create dashboard reports, with custom designed views, using Tableau to highlight budget performance indicators of all programs.
Develop and assist in ad hoc briefings and other artifacts in support of Budget Formulation, Presentation, and Execution phases for Senior Leadership.
Required Skills and Experience
At least 0-3 year of relevant experience
Bachelor’s Degree in business, computer information systems, or other relevant major
Solid working knowledge of Microsoft Office
Basic knowledge reporting and reporting tools such as Tableau
Strong written and verbal communication skills including technical writing skills
Preferred Skills and Experience
Experience with reporting tools such as tableau (not required, but preferred)
Experience with JIRA (not required, but preferred)
Experience with excel and PowerPoint
Basic knowledge in finance and budget formulation (not required, but preferred)
Azul Engineering provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Job Type: Full-time
Pay: $45,000.00 - $68,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Ability to commute/relocate:
Washington, DC: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Experience:
Business analysis: 2 years (Preferred)
Work Location: One location",,Azul Engineering,"Washington, DC",,-1,-1,,-1,-1,-1,
Data Analyst,$51K - $113K (Glassdoor est.),"Disney Streaming is seeking a Data Analyst who will be an outstanding addition to our team. The team partners with other groups across the business to turn data into information, information into insights and insights into key business decisions that steer the strategic direction of the company. The right person for this role thrives in a fast-paced environment, loves problem solving and is a good communicator. If you are someone who gains personal happiness from transforming data into knowledge for business insights, then this is a phenomenal role for you.

You will design innovative analytic approaches to test hypotheses, extract actionable insights by identifying patterns in structured and unstructured data, and develop recommendations to drive business performance. You will be instrumental in leading the use of analytics as a critical value driver across our organization.

Responsibilities :
Strategize, design, build, maintain and deploy actionable dashboards in Tableau and/or ThoughtSpot using a variety of data sources
Work with large datasets to produce Tableau and/or ThoughtSpot content that is both efficient and responsive
Gain stakeholder buy-in and provide guidance to stakeholders on how best to visualize data for optimum results
Create dashboard requirements and evolve into strategic, create and quickly developed prototypes and working solutions for stakeholders
Deliver results-driven analytical and problem-solving expertise while being capable of learning new technologies and implementing quickly
Work as a part of a team, along with many stakeholders, and business and technical partners
Seek solutions to data, visualization and other BI tool challenges
Collaborate with BI Engineers seeking solutions for data/table structures in order to optimize for Tableau and/or ThoughtSpot

Basic Qualifications :
Extensive experience in querying relational databases (MSSQL Server, Snowflake, etc.)
Three+ years experience in data analytics
Three+ years experience with Tableau Desktop, PowerBI, and/or ThoughtSpot
Knowledge of best practices in data visualization
Experience working with large data sets and knowledge of Tableau and/or ThoughtSpot data connection design for optimization
Excellent communication skills and proven ability to work with both business users and technical teams
Experience creating quick prototyping solutions
Experience working in agile development practices

Required Education :
Bachelor degree required",,"Disney Media & Entertainment Distribution
4.0","New York, NY",,"Size
10000+ Employees",1923,,Motion Picture Production & Distribution,Media,$10+ billion (USD),
